attendance,study_hours,assignments,gpa,participation,risk_level
50,5,45,7.25,8,1
69,1,73,5.07,5,1
70,5,66,8.18,3,0
45,5,100,6.7,10,0
46,3,61,8.65,6,1
50,6,83,9.46,9,0
96,0,62,7.21,6,0
82,1,63,5.76,8,0
41,1,52,6.04,4,1
59,1,81,8.48,5,1
84,4,37,6.51,1,0
90,0,33,6.71,4,1
68,4,91,9.92,3,0
76,2,56,9.26,3,0
79,5,45,8.38,1,0
43,3,57,9.24,8,1
52,0,58,9.94,4,1
72,3,57,9.57,7,0
64,1,85,4.96,6,1
83,2,68,7.69,2,0
50,6,64,5.47,2,1
78,3,99,4.63,7,0
48,4,70,6.91,5,1
45,3,49,5.57,5,1
71,1,68,9.07,7,0
50,5,60,8.23,1,1
67,5,85,4.98,1,0
100,6,32,7.92,2,0
69,6,79,4.33,10,0
45,5,41,4.81,9,1
49,6,67,5.87,7,0
76,2,79,4.84,7,0
84,0,93,7.31,9,0
94,1,79,5.88,1,0
56,0,41,8.7,5,1
77,0,65,4.73,8,1
45,6,45,8.38,7,1
46,2,69,9.5,10,1
96,4,55,8.07,4,0
57,1,57,4.34,10,1
48,1,57,9.73,6,1
53,4,99,6.72,2,0
79,5,70,9.6,2,0
95,1,65,5.92,8,0
43,4,82,9.26,9,0
43,5,46,9.37,4,1
61,1,55,4.88,5,1
98,2,78,8.05,10,0
84,2,64,7.28,8,0
87,3,44,7.25,9,0
60,2,51,5.88,2,1
72,2,56,6.38,2,1
82,6,43,5.48,10,0
66,5,80,9.19,5,0
71,2,63,7.61,10,0
46,6,31,8.55,5,1
40,0,83,6.84,4,1
47,5,36,6.02,4,1
58,0,56,9.64,10,1
57,4,83,7.33,4,0
57,5,53,6.82,7,1
61,4,57,8.81,8,0
42,1,66,6.61,7,1
44,0,58,7.5,1,1
75,1,48,9.59,10,0
69,2,86,7.05,2,0
55,2,69,9.06,5,1
72,3,81,5.84,7,0
47,3,67,5.77,4,1
84,3,58,8.9,5,0
55,3,44,6.98,9,1
73,2,49,5.89,5,1
59,0,56,9.25,9,1
44,3,83,4.97,9,1
84,3,80,8.51,3,0
81,6,50,6.95,8,0
40,0,53,5.74,7,1
82,3,77,9.78,4,0
68,2,44,8.51,4,1
78,5,39,8.37,10,0
59,3,31,4.34,2,1
85,6,81,7.8,5,0
75,5,73,7.02,6,0
66,0,67,8.01,8,1
96,2,55,4.18,7,0
77,5,36,5.3,7,0
80,0,82,8.1,2,0
93,6,67,8.79,4,0
55,2,70,7.78,7,1
54,4,45,5.66,6,1
76,0,88,4.94,3,0
70,2,78,5.43,10,0
54,3,91,9.62,7,0
57,6,53,5.72,2,0
99,3,100,7.28,3,0
71,4,100,8.76,3,0
72,3,88,5.5,2,0
71,1,63,5.68,5,1
91,0,68,5.69,8,0
44,6,72,7.57,1,0
57,3,99,6.37,7,0
71,6,31,8.63,10,0
74,4,81,9.25,8,0
48,4,63,5.45,8,1
47,1,44,7.09,6,1
69,5,37,6.72,4,0
46,0,34,4.53,10,1
77,3,30,9.14,7,0
88,0,38,4.86,9,1
57,2,96,9.13,8,0
42,4,84,5.2,3,1
76,4,79,6.54,1,0
57,2,53,9.41,1,1
69,5,76,7.61,2,0
40,5,51,4.84,7,1
64,3,60,9.66,5,0
51,0,30,4.06,9,1
40,5,97,8.05,8,0
86,0,83,4.2,5,0
50,3,46,9.63,5,1
86,6,62,6.43,8,0
83,0,78,5.69,1,0
81,1,88,5.69,6,0
85,6,37,9.73,3,0
55,2,48,8.04,8,1
84,0,88,8.95,3,0
95,1,66,8.02,1,0
41,5,92,8.29,6,0
49,4,100,5.64,4,0
95,5,93,4.84,1,0
95,6,86,4.15,6,0
65,2,93,4.78,4,0
90,0,73,6.67,9,0
65,5,59,8.36,8,0
43,1,69,6.01,2,1
92,6,80,5.03,1,0
77,3,88,9.05,3,0
98,5,55,5.57,4,0
90,5,97,6.34,3,0
89,4,74,4.68,1,0
74,0,87,8.19,6,0
61,5,48,5.21,2,1
51,3,55,9.72,2,1
72,3,64,6.19,10,0
84,6,38,6.36,8,0
45,4,44,5.01,7,1
88,4,44,4.84,8,0
41,0,69,9.37,9,1
63,0,39,8.04,3,1
71,3,93,5.02,7,0
51,5,69,4.16,9,1
96,3,57,6.49,9,0
63,0,78,7.37,8,1
82,5,89,5.77,5,0
91,5,38,8.4,4,0
56,1,59,7.27,2,1
92,1,57,9.2,5,0
50,1,63,9.0,1,1
57,4,91,6.9,5,0
60,5,72,6.65,3,0
93,1,35,4.4,6,1
99,4,53,8.39,7,0
68,2,77,6.54,7,0
100,3,76,6.92,9,0
88,3,91,7.22,3,0
42,6,95,6.67,2,0
64,4,31,5.68,6,1
85,1,54,8.05,6,0
81,3,98,8.52,7,0
53,3,84,7.76,10,0
66,0,93,4.01,10,1
98,2,39,8.62,8,0
100,6,40,6.04,6,0
93,5,88,5.32,10,0
74,2,57,4.32,4,1
90,4,73,9.31,6,0
70,5,39,7.71,4,0
80,2,95,5.89,10,0
64,3,77,8.15,6,0
59,6,62,6.56,6,0
76,0,42,4.1,8,1
78,3,41,5.69,5,0
87,5,98,9.4,3,0
72,2,61,9.98,6,0
77,2,58,8.62,4,0
81,1,84,5.83,1,0
48,1,69,6.79,3,1
74,6,95,9.46,5,0
65,1,50,7.03,5,1
81,0,62,8.29,10,0
67,2,65,7.99,8,0
58,0,56,8.16,10,1
53,0,84,7.07,4,1
68,0,36,7.01,2,1
97,4,84,5.05,7,0
62,4,31,4.15,9,1
74,1,58,4.96,3,1
71,0,80,7.42,1,0
54,1,58,5.16,8,1
87,6,67,4.98,4,0
98,4,57,4.81,10,0
80,6,77,5.07,2,0
69,6,82,7.06,9,0
42,1,75,4.34,10,1
89,3,81,8.6,8,0
68,0,45,5.03,3,1
60,6,80,9.62,6,0
58,3,47,4.92,7,1
97,4,47,4.91,4,0
49,1,45,5.89,5,1
99,5,44,7.95,2,0
87,3,86,6.61,7,0
93,1,74,7.4,6,0
76,5,50,4.21,5,0
45,0,52,4.69,2,1
53,2,90,5.77,6,1
65,6,85,6.04,10,0
53,5,55,7.68,8,1
58,2,43,8.33,5,1
67,1,80,9.47,2,0
100,4,97,6.28,8,0
78,6,49,5.78,7,0
61,0,98,9.38,7,0
62,2,33,7.44,3,1
76,0,33,4.52,4,1
65,0,91,5.9,1,1
98,1,75,8.46,10,0
97,1,83,6.51,7,0
97,2,88,9.45,5,0
53,6,96,7.32,2,0
56,3,86,6.17,6,0
77,4,90,8.57,5,0
52,0,78,6.54,4,1
69,5,34,4.32,8,1
97,6,53,8.57,3,0
95,3,73,8.09,4,0
60,2,74,4.61,1,1
48,0,73,8.63,8,1
95,1,36,4.82,5,0
74,0,71,9.88,7,0
81,0,73,8.31,4,0
88,2,39,9.14,5,0
69,1,33,9.27,10,1
68,2,85,9.3,5,0
91,0,75,9.11,1,0
92,5,83,9.19,5,0
95,4,93,8.92,7,0
87,5,87,4.11,2,0
90,3,81,5.34,9,0
62,5,65,6.07,7,0
68,0,100,8.13,4,0
66,6,35,9.25,4,0
40,0,88,6.01,7,1
91,2,35,9.49,8,0
56,6,57,4.75,1,1
73,5,72,9.83,8,0
68,4,46,9.99,10,0
66,5,34,6.38,2,1
69,1,76,6.7,10,0
70,2,58,4.82,4,1
90,6,54,9.02,6,0
40,2,57,8.87,8,1
49,5,72,9.59,6,0
89,2,35,9.62,6,0
49,4,72,7.64,9,1
94,3,56,8.9,9,0
88,0,77,7.64,6,0
68,6,74,4.01,3,0
62,3,91,4.8,5,0
64,4,70,9.42,7,0
80,2,47,5.55,3,0
79,4,100,6.11,4,0
99,0,35,8.05,9,0
91,1,84,7.26,10,0
57,2,51,5.81,9,1
62,2,45,9.42,1,1
62,3,38,4.76,5,1
45,0,43,8.37,4,1
46,6,35,6.92,3,1
77,0,76,6.83,7,0
58,5,53,9.02,10,0
51,4,34,8.24,7,1
72,4,44,8.12,1,0
81,1,50,4.41,3,1
92,1,33,5.05,1,1
51,4,73,8.25,2,0
100,6,89,4.41,5,0
71,2,67,9.6,2,0
87,2,84,8.91,4,0
88,5,100,8.37,2,0
65,1,36,6.96,3,1
47,3,37,8.83,7,1
56,1,97,6.74,8,1
87,3,90,7.95,8,0
87,0,94,6.35,9,0
52,5,94,7.29,1,0
61,2,94,7.95,9,0
85,0,42,5.62,10,1
54,6,98,6.91,2,0
47,1,66,8.38,4,1
61,1,94,9.31,6,0
72,2,59,7.1,10,0
51,4,69,9.01,6,0
96,4,84,4.04,9,0
52,4,82,9.08,3,0
94,0,63,7.49,3,0
46,2,59,9.4,9,1
98,6,33,7.3,1,0
100,1,76,7.76,3,0
67,1,82,8.25,5,0
44,2,34,8.41,1,1
51,0,89,8.72,4,1
67,5,52,5.95,10,0
43,2,67,5.7,9,1
81,6,31,9.1,7,0
85,3,85,4.39,8,0
44,1,37,7.18,6,1
51,1,75,6.83,3,1
75,5,100,7.79,4,0
63,6,94,4.44,1,0
60,5,62,5.01,6,0
44,6,100,5.76,5,0
95,1,78,4.47,8,0
48,5,57,4.74,3,1
57,1,48,6.56,1,1
41,6,86,8.52,10,0
48,5,47,9.59,4,1
61,4,48,4.99,6,1
73,1,86,7.41,5,0
70,3,38,4.1,2,1
43,5,65,7.18,2,1
86,4,61,5.56,8,0
72,1,57,8.66,9,0
72,4,73,6.58,8,0
53,2,89,5.03,1,1
47,1,63,4.78,6,1
70,4,90,9.62,7,0
96,1,84,5.86,2,0
56,3,99,4.3,4,0
94,1,94,4.07,10,0
40,0,45,6.54,9,1
58,2,63,4.02,3,1
72,2,90,7.04,6,0
97,6,38,7.15,8,0
73,1,52,8.65,9,1
99,0,50,7.29,9,0
89,0,66,8.85,3,0
95,0,65,4.06,7,0
71,5,78,9.21,10,0
89,4,76,8.78,6,0
45,4,79,4.53,4,1
85,4,92,7.73,10,0
68,2,99,9.44,2,0
90,0,94,5.62,10,0
84,4,32,4.5,7,0
46,5,36,6.84,3,1
67,0,86,7.32,7,0
83,0,45,6.22,8,1
78,6,96,5.7,8,0
58,0,76,8.98,5,1
64,2,67,5.8,4,1
58,3,58,9.15,2,1
84,1,67,6.78,6,0
79,0,72,5.64,5,0
86,6,75,9.6,7,0
41,3,86,4.79,9,1
87,0,97,4.53,6,0
83,2,49,4.25,10,0
70,1,78,6.52,3,0
41,3,79,4.38,1,1
46,3,39,7.31,9,1
40,4,90,4.76,4,1
52,5,38,8.13,2,1
93,4,61,7.84,1,0
69,4,66,7.19,10,0
79,2,99,7.15,9,0
56,2,85,9.22,6,0
59,2,55,7.61,4,1
46,1,40,6.87,9,1
51,1,69,7.8,2,1
78,6,49,9.64,6,0
71,4,82,4.97,4,0
62,5,51,8.34,2,0
66,5,49,7.2,5,0
73,4,46,8.29,6,0
64,4,32,5.92,4,1
45,6,33,5.3,1,1
79,4,65,6.58,7,0
40,4,97,9.11,5,0
51,3,95,8.26,6,0
54,2,33,9.73,9,1
44,5,51,4.99,7,1
93,4,58,6.59,3,0
97,6,35,8.54,6,0
54,2,64,7.37,10,1
70,4,63,5.67,10,0
74,5,71,9.45,6,0
78,4,55,8.54,6,0
98,1,100,5.33,10,0
76,1,81,5.09,9,0
94,4,56,8.2,10,0
97,0,78,4.15,5,0
54,6,79,4.36,5,0
49,4,99,4.13,1,0
92,1,39,5.1,2,0
76,3,34,9.34,5,0
73,2,44,7.54,8,1
85,5,45,9.48,8,0
47,1,36,7.85,5,1
72,4,83,6.53,10,0
96,4,53,6.73,5,0
58,5,76,5.61,9,0
79,0,91,9.2,7,0
62,3,89,5.71,2,0
80,1,65,9.53,4,0
54,5,32,4.18,9,1
73,0,36,5.38,4,1
74,3,40,7.54,3,0
60,5,61,5.05,7,0
49,6,86,9.64,3,0
68,5,64,4.99,4,0
55,6,57,9.75,3,0
65,2,71,6.49,8,1
67,6,56,8.74,3,0
88,0,70,8.1,1,0
80,4,51,8.08,9,0
64,6,52,5.29,4,0
57,5,88,9.65,8,0
73,2,43,9.01,2,0
45,1,85,8.51,9,1
45,6,93,5.81,1,0
84,1,81,7.44,6,0
93,2,87,7.54,8,0
45,1,66,9.41,10,1
83,3,90,6.08,1,0
55,4,62,7.55,6,1
93,1,42,5.11,6,0
87,3,92,9.91,3,0
95,5,37,6.74,5,0
80,1,72,5.3,1,0
50,1,30,4.79,1,1
89,1,64,5.95,10,0
59,1,63,6.59,10,1
54,6,38,6.83,7,1
89,1,62,8.66,7,0
82,0,96,9.23,2,0
85,4,61,4.59,4,0
100,1,64,5.78,10,0
63,0,79,4.75,2,1
65,4,38,7.34,7,1
48,2,30,5.94,2,1
81,0,35,5.51,2,1
87,2,47,6.9,7,0
65,1,78,8.62,4,0
52,2,44,8.66,3,1
58,3,74,6.25,1,1
98,2,56,6.11,10,0
49,5,55,4.62,5,1
42,6,36,7.14,4,1
53,5,59,7.17,9,1
96,4,57,8.66,7,0
73,6,64,8.2,5,0
84,0,82,4.15,2,0
61,3,76,9.94,1,0
48,1,51,6.15,2,1
76,2,74,8.21,5,0
70,1,37,6.01,3,1
75,6,32,7.87,3,0
61,0,50,5.66,10,1
78,1,95,9.68,9,0
100,0,63,8.31,10,0
95,3,56,7.66,7,0
63,2,44,9.12,5,1
84,5,81,6.42,7,0
74,3,75,7.81,4,0
97,6,31,6.33,3,0
43,0,54,9.49,6,1
59,6,89,5.14,5,0
61,2,31,7.37,3,1
94,4,62,4.39,4,0
92,5,62,9.07,9,0
72,5,41,6.2,1,0
83,4,42,6.91,5,0
85,2,51,9.55,8,0
87,6,62,6.11,1,0
56,0,46,7.03,7,1
64,2,36,4.08,7,1
70,3,50,4.23,1,1
55,1,33,5.66,4,1
76,4,50,5.9,4,0
93,0,37,5.49,2,1
48,0,73,8.74,9,1
77,5,35,9.31,2,0
41,3,92,5.76,1,1
62,4,65,8.51,3,0
64,3,42,9.95,7,1
70,0,45,8.19,5,1
73,0,50,9.1,6,1
77,0,63,4.03,6,1
73,1,58,7.5,4,1
49,1,55,6.46,3,1
59,1,67,7.53,10,1
98,1,97,4.17,8,0
72,5,89,6.51,2,0
90,1,46,4.8,8,0
72,3,87,9.1,10,0
57,2,64,7.51,3,1
44,2,43,9.82,10,1
41,2,31,4.44,1,1
91,6,80,7.49,1,0
40,3,46,8.8,3,1
84,1,41,4.78,1,1
80,4,90,7.78,4,0
91,5,100,4.64,3,0
60,1,32,5.32,2,1
52,3,41,9.23,4,1
91,4,65,6.96,2,0
53,5,51,4.06,7,1
80,1,85,5.39,5,0
61,1,45,8.72,4,1
41,1,83,6.87,8,1
62,6,56,5.83,1,0
60,0,57,9.5,4,1
78,2,89,4.83,5,0
67,3,32,4.4,1,1
75,0,35,8.79,7,1
48,2,80,4.82,9,1
95,5,99,4.31,5,0
91,1,49,6.45,9,0
87,4,31,8.09,10,0
45,4,99,4.86,2,1
84,4,44,5.66,2,0
69,1,70,9.3,3,0
49,4,44,6.05,4,1
69,5,80,7.77,7,0
50,5,64,6.0,2,1
57,2,49,8.58,7,1
86,6,69,9.92,9,0
73,1,64,8.05,1,0
69,6,68,9.46,4,0
66,1,54,9.84,2,1
58,2,90,4.65,5,1
43,2,96,6.46,1,1
93,0,60,4.13,10,0
71,1,35,7.86,4,1
57,1,87,6.09,5,1
47,0,39,7.16,6,1
63,3,81,6.51,5,0
47,2,76,8.65,7,1
48,2,39,7.67,9,1
98,1,47,8.08,10,0
42,1,74,4.54,9,1
51,0,63,6.57,5,1
91,6,84,8.61,4,0
44,1,50,7.26,7,1
86,6,71,5.15,5,0
90,5,37,8.16,10,0
50,5,97,6.9,1,0
42,3,99,9.1,3,0
96,1,53,4.74,3,0
80,6,62,4.18,10,0
43,2,30,5.34,3,1
70,5,83,6.84,2,0
49,0,84,6.14,1,1
71,1,52,4.32,3,1
67,0,87,9.03,7,0
85,2,62,7.05,3,0
96,1,74,5.63,4,0
66,1,69,4.63,10,1
55,4,55,8.49,3,1
72,6,72,7.51,8,0
56,6,64,6.81,3,0
58,4,63,5.84,7,1
86,5,53,7.02,9,0
81,6,31,5.3,10,0
91,4,42,9.72,4,0
83,0,82,5.37,5,0
71,1,59,5.68,5,1
80,1,41,5.42,2,1
65,2,74,9.92,7,0
49,3,50,7.94,10,1
44,3,49,4.51,9,1
91,1,83,9.57,3,0
59,6,57,6.08,4,0
40,4,57,7.9,10,1
67,0,36,4.82,6,1
52,0,62,9.49,8,1
86,0,54,6.09,3,0
58,4,56,4.99,10,1
90,4,68,5.01,10,0
78,0,39,5.82,7,1
86,0,39,5.29,6,1
79,6,47,5.52,5,0
60,4,94,9.2,2,0
43,6,93,6.71,2,0
46,3,40,9.0,5,1
78,5,38,7.47,1,0
94,6,42,4.59,9,0
71,5,61,5.8,10,0
56,6,74,8.56,9,0
48,0,66,9.44,9,1
93,4,63,5.57,4,0
49,0,88,7.99,2,1
57,1,55,8.04,7,1
49,4,38,4.6,3,1
68,0,64,4.82,3,1
89,6,95,9.26,4,0
100,2,72,8.21,8,0
59,1,36,6.35,9,1
77,1,60,4.48,2,1
78,6,90,4.95,5,0
43,5,58,4.21,2,1
80,2,92,4.27,5,0
41,1,49,5.55,10,1
91,5,63,4.48,2,0
82,1,44,6.37,4,1
40,5,35,4.28,6,1
88,5,53,5.31,6,0
70,5,66,6.53,3,0
61,0,57,5.63,5,1
58,5,71,7.37,7,0
53,4,35,9.13,9,1
75,5,99,4.3,1,0
42,2,36,9.07,2,1
70,4,49,9.23,9,0
75,3,59,9.49,9,0
85,4,33,4.71,3,0
92,0,59,8.29,7,0
67,2,100,9.26,10,0
85,4,78,7.92,10,0
95,5,30,9.39,5,0
94,0,98,7.26,3,0
51,0,36,9.56,8,1
66,0,64,6.07,4,1
44,0,92,8.79,2,1
68,1,64,7.2,6,1
49,1,40,7.86,10,1
95,6,93,4.67,7,0
100,3,94,9.87,10,0
55,1,36,5.1,10,1
63,2,83,5.45,5,0
97,0,56,8.5,3,0
59,4,77,6.92,6,0
81,4,90,7.79,3,0
78,3,83,6.55,2,0
70,1,83,6.63,7,0
62,6,48,5.93,2,0
48,5,62,9.67,6,0
70,1,64,8.52,5,0
94,0,41,6.97,4,0
42,1,62,8.59,8,1
75,2,81,9.88,4,0
97,6,81,5.34,8,0
46,0,50,9.06,8,1
85,0,51,6.43,2,1
70,2,72,6.08,4,0
79,2,65,8.15,8,0
93,5,67,9.89,8,0
94,2,35,9.83,3,0
51,1,41,7.97,7,1
73,5,31,4.78,8,1
56,5,89,8.17,1,0
66,2,87,5.51,3,0
57,4,62,4.17,10,1
73,0,51,5.6,3,1
98,0,52,8.33,7,0
54,1,72,7.02,1,1
100,5,89,9.15,5,0
92,1,88,6.87,9,0
93,1,39,6.96,4,0
75,3,90,7.13,10,0
66,2,46,6.35,9,1
77,3,80,5.44,4,0
53,0,77,9.67,7,1
88,5,79,7.48,8,0
99,6,42,9.87,9,0
93,4,93,6.23,10,0
54,6,44,8.42,2,0
85,5,44,4.41,5,0
91,4,57,4.24,8,0
49,6,54,8.6,1,0
80,4,100,7.51,10,0
98,6,93,7.91,6,0
70,6,72,5.85,9,0
63,2,48,5.57,3,1
88,2,30,6.75,4,0
49,3,49,4.89,3,1
57,3,67,4.23,5,1
97,6,95,5.44,1,0
60,6,86,6.9,9,0
43,4,54,5.44,4,1
98,1,87,4.03,10,0
80,1,56,7.29,1,0
90,4,54,4.05,1,0
40,5,53,6.84,4,1
91,2,49,4.9,2,0
60,2,64,6.72,2,1
96,6,82,8.96,6,0
46,1,72,4.72,4,1
100,1,72,4.45,8,0
75,1,88,9.43,2,0
70,6,55,8.11,8,0
82,2,97,4.65,7,0
71,6,75,5.3,6,0
48,1,77,4.65,10,1
42,5,98,5.33,4,0
100,5,77,8.84,1,0
42,4,97,5.48,10,1
76,3,38,5.06,5,1
71,0,82,8.72,4,0
60,1,61,6.95,2,1
93,1,88,6.2,10,0
50,6,60,6.95,6,0
93,5,59,7.5,8,0
72,1,97,9.21,8,0
98,2,67,7.09,8,0
41,6,83,9.69,8,0
93,0,44,4.1,3,1
58,4,86,7.91,10,0
78,1,42,4.15,1,1
89,2,34,7.52,1,0
72,4,56,8.2,5,0
50,5,59,4.88,2,1
47,3,61,4.69,7,1
89,3,77,7.05,3,0
99,4,80,8.71,4,0
96,6,53,4.25,10,0
93,1,47,8.33,7,0
82,1,70,5.25,3,0
56,1,62,4.04,2,1
43,2,57,4.75,5,1
86,3,72,5.09,1,0
64,0,63,8.72,5,1
44,1,48,9.42,5,1
70,6,42,6.9,7,0
78,2,63,6.85,1,0
57,5,81,8.92,10,0
68,1,39,5.66,7,1
78,0,60,9.52,10,0
63,1,73,6.2,6,1
60,5,77,6.86,4,0
54,0,67,8.76,5,1
50,0,84,9.28,1,1
42,4,93,8.97,7,0
62,3,82,4.75,10,0
42,3,82,8.11,3,1
77,2,31,4.99,8,1
40,2,64,7.72,5,1
91,6,94,8.0,10,0
60,6,68,9.71,5,0
57,6,98,4.28,10,0
73,6,86,4.78,5,0
91,4,45,7.63,3,0
95,5,83,8.4,6,0
52,3,65,5.75,2,1
46,0,71,9.65,3,1
52,2,94,6.61,3,1
73,0,46,6.95,5,1
65,6,33,9.91,2,0
48,3,70,6.76,3,1
70,3,68,5.34,8,0
95,5,78,8.04,4,0
90,2,84,5.56,7,0
88,2,50,5.97,5,0
84,0,33,6.96,9,1
50,6,32,9.44,6,1
48,6,51,5.86,9,1
100,2,63,6.2,6,0
78,0,98,8.38,7,0
82,3,31,7.05,8,0
92,6,77,8.15,10,0
65,2,39,9.68,7,1
78,2,54,5.15,7,0
55,3,75,5.77,6,1
54,6,61,7.32,8,0
79,6,73,4.91,2,0
51,6,61,4.59,6,1
96,5,74,6.33,7,0
43,0,100,9.2,5,1
40,4,58,4.8,9,1
88,3,77,4.27,8,0
42,0,73,7.52,10,1
85,5,100,8.16,3,0
77,4,55,9.07,7,0
65,0,73,8.42,4,1
91,5,33,6.13,10,0
50,6,76,4.29,1,0
97,0,69,6.28,1,0
75,0,78,6.7,10,0
70,5,94,6.82,2,0
43,2,79,4.96,7,1
71,2,72,7.84,5,0
87,0,93,8.55,1,0
63,0,74,5.07,10,1
71,1,46,7.72,7,1
62,2,45,7.01,6,1
93,5,36,5.87,4,0
86,3,76,9.87,8,0
58,2,61,7.07,4,1
76,6,96,5.95,10,0
57,3,80,9.03,2,0
87,1,40,8.96,6,0
90,2,77,4.63,3,0
87,4,37,7.19,9,0
56,6,32,7.76,1,1
71,0,35,6.27,7,1
78,5,43,8.68,8,0
88,5,95,7.61,5,0
74,0,79,6.57,8,0
76,1,47,6.33,3,1
92,1,76,7.56,1,0
91,0,80,9.64,2,0
45,1,53,4.78,6,1
75,1,45,4.2,4,1
78,1,72,5.29,5,0
89,4,32,5.19,10,0
52,3,89,5.44,1,1
64,4,40,8.66,2,1
51,2,87,7.64,5,1
86,4,81,5.28,4,0
47,6,84,4.88,10,0
75,0,61,7.36,4,1
57,5,100,6.06,6,0
49,0,93,6.36,2,1
48,0,67,4.62,2,1
97,2,81,6.8,9,0
62,1,57,9.3,2,1
40,4,51,7.8,1,1
87,6,70,6.88,7,0
55,1,41,6.77,5,1
95,4,42,6.39,3,0
88,4,50,6.23,10,0
72,5,71,7.81,10,0
48,4,62,4.14,5,1
72,5,84,8.23,5,0
81,2,71,8.0,3,0
41,6,47,7.97,1,1
64,0,68,5.49,9,1
95,0,78,6.76,4,0
62,2,43,8.77,6,1
68,6,50,9.16,5,0
94,6,77,9.04,4,0
51,6,82,5.77,2,0
45,3,65,6.78,10,1
87,6,85,6.32,8,0
42,3,73,4.79,4,1
58,2,32,7.41,4,1
79,5,93,7.79,10,0
63,1,68,4.93,5,1
57,2,95,7.78,5,0
61,6,37,6.18,2,1
100,0,55,4.52,10,0
50,4,99,5.78,7,0
90,4,73,9.31,10,0
60,3,39,6.22,6,1
86,4,56,4.06,3,0
90,0,74,7.73,7,0
54,4,43,8.13,2,1
42,4,62,7.63,3,1
82,1,67,5.24,7,0
56,2,31,8.52,9,1
71,1,78,7.96,10,0
94,3,45,7.0,6,0
44,3,96,7.65,4,1
69,3,31,9.64,10,1
47,4,60,4.4,7,1
46,6,87,9.54,7,0
97,1,52,7.05,10,0
74,6,92,5.43,8,0
76,6,45,6.61,5,0
55,5,74,8.77,6,0
74,4,84,4.53,2,0
97,0,55,5.88,4,0
40,2,70,8.09,7,1
84,6,31,5.27,10,0
78,3,70,7.79,2,0
83,4,74,4.13,6,0
85,5,88,8.56,7,0
74,3,45,9.91,4,0
47,1,95,7.07,3,1
95,1,66,4.57,10,0
85,6,97,4.12,6,0
93,3,85,4.21,8,0
97,6,64,4.43,3,0
45,0,59,6.71,5,1
81,2,89,9.89,6,0
90,2,61,4.05,6,0
65,5,37,4.1,7,1
78,1,95,7.54,7,0
81,4,69,7.02,10,0
40,3,54,5.23,10,1
78,2,76,5.92,2,0
95,3,93,7.28,10,0
63,0,83,5.93,5,1
72,5,51,7.07,10,0
54,4,53,6.34,8,1
47,4,97,9.99,1,0
86,1,88,9.19,4,0
76,4,71,6.21,2,0
72,6,54,8.63,10,0
64,6,35,4.61,7,1
74,3,54,9.7,3,0
73,0,52,4.83,5,1
41,4,68,4.22,3,1
75,3,97,4.85,5,0
57,6,69,4.95,10,0
82,0,31,8.02,5,1
81,1,51,6.35,10,0
69,3,85,6.81,8,0
54,1,73,9.78,8,1
96,1,56,5.44,9,0
54,1,78,9.75,2,1
61,3,55,5.78,6,1
100,5,95,4.75,2,0
89,0,84,4.88,5,0
81,4,59,9.54,6,0
75,6,56,5.88,6,0
48,5,50,4.33,3,1
89,0,36,8.29,4,0
95,0,45,8.86,4,0
60,3,95,6.25,3,0
69,4,66,5.99,8,0
74,3,52,7.37,4,0
79,2,38,7.51,10,0
92,5,89,9.97,4,0
87,1,37,4.96,1,1
49,1,31,6.09,2,1
75,2,55,8.53,3,0
62,4,43,5.86,1,1
60,0,64,7.8,3,1
65,0,83,7.15,7,1
52,1,51,9.81,6,1
52,0,44,7.43,7,1
91,3,80,6.66,6,0
100,2,69,9.99,4,0
90,0,94,6.17,9,0
76,6,50,4.85,7,0
94,4,58,9.34,2,0
82,0,65,9.94,4,0
57,0,47,5.54,3,1
48,3,55,4.42,10,1
59,3,65,5.76,4,1
42,3,31,6.65,3,1
98,4,52,7.04,10,0
93,3,87,7.48,4,0
44,3,78,9.35,3,1
98,1,50,7.16,5,0
50,2,92,7.95,8,1
95,5,58,4.03,10,0
80,1,51,9.54,4,0
73,6,100,4.89,3,0
91,2,35,9.3,5,0
72,1,97,6.41,1,0
96,4,65,6.9,10,0
62,1,82,8.89,7,0
53,3,42,7.72,8,1
98,6,62,5.15,2,0
100,2,80,6.67,1,0
55,3,60,4.55,2,1
77,1,56,9.91,5,0
52,4,71,8.78,5,0
83,0,91,7.23,5,0
58,6,41,8.42,7,0
84,3,94,7.74,7,0
65,2,45,5.82,5,1
44,5,40,9.87,4,1
87,6,60,7.96,7,0
87,2,60,7.92,9,0
48,5,70,6.13,7,1
78,4,92,7.52,4,0
85,4,97,6.3,3,0
60,6,32,7.36,7,1
69,4,77,8.19,10,0
48,3,94,7.22,10,0
64,3,85,4.42,5,0
90,2,66,7.4,4,0
85,4,36,5.68,4,0
81,2,66,4.67,7,0
43,2,99,5.79,3,1
83,4,88,4.45,3,0
97,2,77,5.66,1,0
85,6,64,6.56,2,0
52,1,49,8.83,4,1
56,5,70,8.66,9,0
75,6,48,9.02,6,0
95,1,84,5.32,9,0
51,5,53,8.98,6,1
92,6,75,7.01,5,0
40,2,81,6.1,2,1
50,4,55,5.17,1,1
67,5,37,5.52,3,1
94,5,66,6.45,2,0
45,5,94,9.84,5,0
99,3,91,8.32,4,0
75,6,71,8.03,5,0
88,1,60,9.91,4,0
42,5,61,9.82,2,1
97,5,82,4.19,4,0
